State Code,District Code,Sub District Code,Town-Village Code,city_or_town_name,source
1,0,0,800013,Srinagar (M Corp. + OG),Census 2011 urban-name heuristic
1,0,0,800033,Anantnag (M Cl + OG),Census 2011 urban-name heuristic
1,1,1,123,Dara Pora (CT),Census 2011 urban-name heuristic
1,1,1,124,Sool Koot (CT),Census 2011 urban-name heuristic
1,1,1,125,Heri (CT),Census 2011 urban-name heuristic
1,1,1,126,Trehgam (CT),Census 2011 urban-name heuristic
1,1,1,127,Kral Pora (CT),Census 2011 urban-name heuristic
1,1,1,128,Drug Mulla (CT),Census 2011 urban-name heuristic
1,1,1,800001,Kupwara (MC),Census 2011 urban-name heuristic
1,1,2,800002,Handwara (MC),Census 2011 urban-name heuristic
1,1,3,369,Tangdhar (CT),Census 2011 urban-name heuristic
1,1,3,370,Nowangabra (CT),Census 2011 urban-name heuristic
1,2,5,800016,Magam (MC),Census 2011 urban-name heuristic
1,2,5,800017,Beerwah (MC),Census 2011 urban-name heuristic
1,2,6,800018,Khansahib (MC),Census 2011 urban-name heuristic
1,2,7,720,Ichgam (CT),Census 2011 urban-name heuristic
1,2,7,800019,Badgam (MC),Census 2011 urban-name heuristic
1,2,8,829,Nagam (CT),Census 2011 urban-name heuristic
1,2,8,830,Kral Pora (CT),Census 2011 urban-name heuristic
1,2,8,2837,Shanker Pora (OG),Census 2011 urban-name heuristic
1,2,8,2838,Machwa (Nusratpora) (OG),Census 2011 urban-name heuristic
1,2,8,2839,Dharam Bagh (OG),Census 2011 urban-name heuristic
1,2,8,2840,Gopal Pora (OG),Census 2011 urban-name heuristic
1,2,8,2841,Wathora (OG),Census 2011 urban-name heuristic
1,2,8,800013,Srinagar (M Corp. + OG) (Part),Census 2011 urban-name heuristic
1,2,8,800020,Chadura (MC),Census 2011 urban-name heuristic
1,2,9,800021,Charar-i-Sharief (MC),Census 2011 urban-name heuristic
1,3,10,909,Spituk (CT),Census 2011 urban-name heuristic
1,3,10,910,Chuglamsar (CT),Census 2011 urban-name heuristic
1,3,10,800047,Leh Ladakh (MC),Census 2011 urban-name heuristic
1,4,13,800048,Kargil (MC),Census 2011 urban-name heuristic
1,5,16,800062,Punch (M Cl),Census 2011 urban-name heuristic
1,5,18,1233,Naka Majiari (CT),Census 2011 urban-name heuristic
1,5,19,800063,Surankote (MC),Census 2011 urban-name heuristic
1,6,20,800064,Thanamandi (MC),Census 2011 urban-name heuristic
1,6,22,800065,Rajauri (MC),Census 2011 urban-name heuristic
1,6,25,800066,Nowshehra (MC),Census 2011 urban-name heuristic
1,6,26,800067,Sunderbani (MC),Census 2011 urban-name heuristic
1,7,27,800081,Billawar (MC),Census 2011 urban-name heuristic
1,7,28,800082,Bashohli (MC),Census 2011 urban-name heuristic
1,7,30,1962,Taraf Manjali (OG),Census 2011 urban-name heuristic
1,7,30,1963,Chak Sheikhan (OG),Census 2011 urban-name heuristic
1,7,30,1964,Chak Ram Singh (OG),Census 2011 urban-name heuristic
1,7,30,1965,Govindsar (OG),Census 2011 urban-name heuristic
1,7,30,1966,Chak Khuni (OG),Census 2011 urban-name heuristic
1,7,30,1967,Chak Hari Singh (OG),Census 2011 urban-name heuristic
1,7,30,1968,Chak Pratap Singh (OG),Census 2011 urban-name heuristic
1,7,30,1969,Chak Gainda (OG),Census 2011 urban-name heuristic
1,7,30,1970,Rakh Sarkar Palahi (OG),Census 2011 urban-name heuristic
1,7,30,1971,Chak Sohna Nupa (OG),Census 2011 urban-name heuristic
1,7,30,800083,Lakhanpur (MC),Census 2011 urban-name heuristic
1,7,30,800084,Kathua (M Cl + OG),Census 2011 urban-name heuristic
1,7,30,800084,Kathua (M Cl),Census 2011 urban-name heuristic
1,7,30,800085,Parole (MC),Census 2011 urban-name heuristic
1,7,31,800086,Hiranagar (MC),Census 2011 urban-name heuristic
1,8,32,2233,Amar Garh (OG),Census 2011 urban-name heuristic
1,8,32,2234,Now Pora Kalan (OG),Census 2011 urban-name heuristic
1,8,32,800003,Sopore (M Cl + OG),Census 2011 urban-name heuristic
1,8,32,800003,Sopore (M Cl),Census 2011 urban-name heuristic
1,8,33,800004,Watra Gam (MC),Census 2011 urban-name heuristic
1,8,34,800005,Pattan (MC),Census 2011 urban-name heuristic
1,8,35,2449,Fateh Pora (OG),Census 2011 urban-name heuristic
1,8,35,2450,Kanis Pora (OG),Census 2011 urban-name heuristic
1,8,35,2451,Gotiyar (OG),Census 2011 urban-name heuristic
1,8,35,2452,Frastahar (OG),Census 2011 urban-name heuristic
1,8,35,2453,Takia Sultan (OG),Census 2011 urban-name heuristic
1,8,35,800006,Baramula (M Cl + OG),Census 2011 urban-name heuristic
1,8,35,800006,Baramula (M Cl),Census 2011 urban-name heuristic
1,8,37,800007,Uri (MC),Census 2011 urban-name heuristic
1,8,39,800008,Kunzer (MC),Census 2011 urban-name heuristic
1,8,39,800009,Gulmarg (MC),Census 2011 urban-name heuristic
1,9,41,800010,Bandipore (MC),Census 2011 urban-name heuristic
1,9,42,800011,Hajan (MC),Census 2011 urban-name heuristic
1,9,42,800012,Sumbal (MC),Census 2011 urban-name heuristic
1,10,43,2830,Khonmoh  (CT),Census 2011 urban-name heuristic
1,10,43,800013,Srinagar (M Corp. + OG) (Part),Census 2011 urban-name heuristic
1,10,43,800014,Badami Bagh (CB),Census 2011 urban-name heuristic
1,10,44,2834,Now Gam  (CT),Census 2011 urban-name heuristic
1,10,44,2835,Lasjan (CT),Census 2011 urban-name heuristic
1,10,44,2836,Bagh-i-Mehtab (OG),Census 2011 urban-name heuristic
1,10,44,800013,Srinagar (M Corp. + OG) (Part),Census 2011 urban-name heuristic
1,11,45,2883,Safa Pora (CT),Census 2011 urban-name heuristic
1,11,47,2958,Wail (CT),Census 2011 urban-name heuristic
1,11,47,800015,Ganderbal (MC),Census 2011 urban-name heuristic
1,12,48,800022,Pampora (MC),Census 2011 urban-name heuristic
1,12,48,800023,Khrew (MC),Census 2011 urban-name heuristic
1,12,49,800024,Awantipora (MC),Census 2011 urban-name heuristic
1,12,50,800025,Tral (MC),Census 2011 urban-name heuristic
1,12,51,800026,Pulwama (MC),Census 2011 urban-name heuristic
1,13,52,800027,Shupiyan (MC),Census 2011 urban-name heuristic
1,14,53,800028,Pahalgam (MC),Census 2011 urban-name heuristic
1,14,53,800029,Aishmuquam (MC),Census 2011 urban-name heuristic
1,14,54,800030,Bijbehara (MC),Census 2011 urban-name heuristic
1,14,54,800031,Arwani (MC),Census 2011 urban-name heuristic
1,14,55,3721,Rakh Chee (OG),Census 2011 urban-name heuristic
1,14,55,3722,Chee (OG),Census 2011 urban-name heuristic
1,14,55,3723,Mir Gund (OG),Census 2011 urban-name heuristic
1,14,55,3724,Takai Bahram Shah (OG),Census 2011 urban-name heuristic
1,14,55,3725,Ghat Pushwari (OG),Census 2011 urban-name heuristic
1,14,55,3726,Bagh Nowgam (OG),Census 2011 urban-name heuristic
1,14,55,3727,Mong Hall (OG),Census 2011 urban-name heuristic
1,14,55,3728,Haji Danter (OG),Census 2011 urban-name heuristic
1,14,55,3729,Bona Dialgam (OG),Census 2011 urban-name heuristic
1,14,55,3730,Uttersoo Naji Gund (OG),Census 2011 urban-name heuristic
1,14,55,3731,Ul Bug Nowgam (OG),Census 2011 urban-name heuristic
1,14,55,3732,Khirman Dooni Pahoo (OG),Census 2011 urban-name heuristic
1,14,55,3733,Dooni Pahoo (OG),Census 2011 urban-name heuristic
1,14,55,3734,Brak Pora (OG),Census 2011 urban-name heuristic
1,14,55,3735,Fateh Garh (OG),Census 2011 urban-name heuristic
1,14,55,3736,Chiti Pai Bug (OG),Census 2011 urban-name heuristic
1,14,55,3737,Shamsi Pora (OG),Census 2011 urban-name heuristic
1,14,55,3738,Batengo (OG),Census 2011 urban-name heuristic
1,14,55,3739,Khandi Pahari (OG),Census 2011 urban-name heuristic
1,14,55,800032,Mattan (MC),Census 2011 urban-name heuristic
1,14,55,800033,Anantnag (M Cl + OG) (Part),Census 2011 urban-name heuristic
1,14,55,800034,Achhabal (MC),Census 2011 urban-name heuristic
1,14,55,800035,Seer Hamdan (MC),Census 2011 urban-name heuristic
1,14,56,800036,Shangus (MC),Census 2011 urban-name heuristic
1,14,57,800037,Koker Nag (MC),Census 2011 urban-name heuristic
1,14,58,800038,Qazi Gund (MC),Census 2011 urban-name heuristic
1,14,58,800039,Duru Verinag (MC),Census 2011 urban-name heuristic
1,15,59,4041,Bagh-i-Sakloo (OG),Census 2011 urban-name heuristic
1,15,59,800033,Anantnag (M Cl + OG) (Part),Census 2011 urban-name heuristic
1,15,59,800040,Kulgam (MC),Census 2011 urban-name heuristic
1,15,59,800041,Quimoh (MC),Census 2011 urban-name heuristic
1,15,59,800042,Frisal (MC),Census 2011 urban-name heuristic
1,15,59,800043,Yari Pora (MC),Census 2011 urban-name heuristic
1,15,59,800044,Ashmuji Khalsa (MC),Census 2011 urban-name heuristic
1,15,59,800045,Mehmood Pora (MC),Census 2011 urban-name heuristic
1,15,60,800046,Devsar (MC),Census 2011 urban-name heuristic
1,16,62,800049,Doda (MC),Census 2011 urban-name heuristic
1,16,65,800050,Bhaderwah (MC),Census 2011 urban-name heuristic
1,17,66,800051,Banihal (MC),Census 2011 urban-name heuristic
1,17,67,800052,Ramban (MC),Census 2011 urban-name heuristic
1,17,67,800053,Batote (MC),Census 2011 urban-name heuristic
1,18,68,800054,Kishtwar (MC),Census 2011 urban-name heuristic
1,19,72,4954,Rehambal (CT),Census 2011 urban-name heuristic
1,19,72,4955,Rathian (CT),Census 2011 urban-name heuristic
1,19,72,4956,Sambal (OG),Census 2011 urban-name heuristic
1,19,72,4957,Rakh Tenday (OG),Census 2011 urban-name heuristic
1,19,72,4958,Rount (OG),Census 2011 urban-name heuristic
1,19,72,4959,Shajalta (OG),Census 2011 urban-name heuristic
1,19,72,4960,Gangera (OG),Census 2011 urban-name heuristic
1,19,72,4961,Dalah (OG),Census 2011 urban-name heuristic
1,19,72,4962,Jakhan (OG),Census 2011 urban-name heuristic
1,19,72,4963,Barian (OG),Census 2011 urban-name heuristic
1,19,72,4964,Chanthal (OG),Census 2011 urban-name heuristic
1,19,72,4965,Thil (OG),Census 2011 urban-name heuristic
1,19,72,4966,Nuha (OG),Census 2011 urban-name heuristic
1,19,72,4967,Sangur (OG),Census 2011 urban-name heuristic
1,19,72,4968,Charee (OG),Census 2011 urban-name heuristic
1,19,72,4969,Sail Saloon (OG),Census 2011 urban-name heuristic
1,19,72,4970,Karli Khalki (OG),Census 2011 urban-name heuristic
1,19,72,4971,Thanda Padar (OG),Census 2011 urban-name heuristic
1,19,72,4972,Kalar Himti (OG),Census 2011 urban-name heuristic
1,19,72,4973,Dandyal (OG),Census 2011 urban-name heuristic
1,19,72,4974,Badali (OG),Census 2011 urban-name heuristic
1,19,72,4975,Kotli Pain (OG),Census 2011 urban-name heuristic
1,19,72,4976,Khetriar (OG),Census 2011 urban-name heuristic
1,19,72,4977,Delichak (OG),Census 2011 urban-name heuristic
1,19,72,4978,Danori (OG),Census 2011 urban-name heuristic
1,19,72,4979,Omara (OG),Census 2011 urban-name heuristic
1,19,72,4980,Sui (OG),Census 2011 urban-name heuristic
1,19,72,800055,Udhampur (M Cl + OG),Census 2011 urban-name heuristic
1,19,72,800055,Udhampur (M Cl),Census 2011 urban-name heuristic
1,19,73,800056,Kud (MC),Census 2011 urban-name heuristic
1,19,73,800057,Chenani (MC),Census 2011 urban-name heuristic
1,19,74,800058,Ram Nagar (MC),Census 2011 urban-name heuristic
1,20,77,5415,Talwara (CT),Census 2011 urban-name heuristic
1,20,77,5416,Marhi (CT),Census 2011 urban-name heuristic
1,20,77,800059,Reasi (MC),Census 2011 urban-name heuristic
1,20,77,800060,Purana Daroorh (MC),Census 2011 urban-name heuristic
1,20,77,800061,Katra (MC),Census 2011 urban-name heuristic
1,21,78,800068,Jourian (MC),Census 2011 urban-name heuristic
1,21,78,800069,Akhnoor (MC),Census 2011 urban-name heuristic
1,21,78,800070,Khore (MC),Census 2011 urban-name heuristic
1,21,79,5963,Bhalwal (CT),Census 2011 urban-name heuristic
1,21,79,5964,Raipur Domana (CT),Census 2011 urban-name heuristic
1,21,79,5965,Chak Ratnu (CT),Census 2011 urban-name heuristic
1,21,79,5966,Nagrota (CT),Census 2011 urban-name heuristic
1,21,79,5967,Chak  Kalu (CT),Census 2011 urban-name heuristic
1,21,79,5968,Rakh Gadi Garh (CT),Census 2011 urban-name heuristic
1,21,79,5969,Bhore (CT),Census 2011 urban-name heuristic
1,21,79,5970,Chhatha (CT),Census 2011 urban-name heuristic
1,21,79,5971,Kamini (OG),Census 2011 urban-name heuristic
1,21,79,5972,Khanpur (OG),Census 2011 urban-name heuristic
1,21,79,5973,Setani (OG),Census 2011 urban-name heuristic
1,21,79,5974,Rakh Bahu (OG),Census 2011 urban-name heuristic
1,21,79,5975,Chhani Kamala (OG),Census 2011 urban-name heuristic
1,21,79,5976,Chak Jalu (OG),Census 2011 urban-name heuristic
1,21,79,5977,Sunjwan (OG),Census 2011 urban-name heuristic
1,21,79,5978,Gadi Garh (OG),Census 2011 urban-name heuristic
1,21,79,5979,Raipur (OG),Census 2011 urban-name heuristic
1,21,79,5980,Rakh Raipur (OG),Census 2011 urban-name heuristic
1,21,79,5981,Chak Gulami (OG),Census 2011 urban-name heuristic
1,21,79,5982,Gujral (OG),Census 2011 urban-name heuristic
1,21,79,5983,Chwadi (OG),Census 2011 urban-name heuristic
1,21,79,5984,Keran (OG),Census 2011 urban-name heuristic
1,21,79,5985,Satwari (OG),Census 2011 urban-name heuristic
1,21,79,645571,Narwal Bala (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645572,Chhani Raman (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645573,Chhani Beja (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645574,Deeli (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645575,Gangial (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645576,Hazuri Bagh (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645577,Muthi (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645578,Barnayi (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645579,Dharmal (OG) (Part),Census 2011 urban-name heuristic
1,21,79,645580,Chanor (OG) (Part),Census 2011 urban-name heuristic
1,21,79,800071,Jammu (M Corp. + OG),Census 2011 urban-name heuristic
1,21,79,800071,Jammu (M Corp.),Census 2011 urban-name heuristic
1,21,79,800072,Jammu Cantt. (CB),Census 2011 urban-name heuristic
1,21,79,800073,Ghomanhasan (MC),Census 2011 urban-name heuristic
1,21,80,6176,Dhande Kalan (CT),Census 2011 urban-name heuristic
1,21,80,6177,Maralia (CT),Census 2011 urban-name heuristic
1,21,80,6178,Nihalpur Simbal (CT),Census 2011 urban-name heuristic
1,21,80,800074,R.S. Pora (MC),Census 2011 urban-name heuristic
1,21,81,800075,Bishna (MC),Census 2011 urban-name heuristic
1,21,81,800076,Arnia (MC),Census 2011 urban-name heuristic
1,22,82,6671,Gorah Salathian (CT),Census 2011 urban-name heuristic
1,22,82,6672,Birpur (CT),Census 2011 urban-name heuristic
1,22,82,800077,Bari Brahamana (MC),Census 2011 urban-name heuristic
1,22,82,800078,Vijay Pur (MC),Census 2011 urban-name heuristic
1,22,82,800079,Samba (MC),Census 2011 urban-name heuristic
1,22,82,800080,Ramgarh (MC),Census 2011 urban-name heuristic
2,23,87,800087,Dalhousie (CB),Census 2011 urban-name heuristic
2,23,87,800088,Dalhousie (M Cl),Census 2011 urban-name heuristic
2,23,88,800089,Bakloh (CB),Census 2011 urban-name heuristic
2,23,88,800090,Chuari Khas (NP),Census 2011 urban-name heuristic
2,23,90,800091,Chamba (M Cl),Census 2011 urban-name heuristic
2,24,93,800092,Nurpur (M Cl),Census 2011 urban-name heuristic
2,24,94,8799,Indora (CT),Census 2011 urban-name heuristic
2,24,99,9641,Jhikli Barol (OG),Census 2011 urban-name heuristic
2,24,99,9642,Ram Nagar (OG),Census 2011 urban-name heuristic
2,24,99,9643,Sham Nagar (OG),Census 2011 urban-name heuristic
2,24,99,800093,Dharmsala (M Cl + OG),Census 2011 urban-name heuristic
2,24,99,800093,Dharmsala (M Cl),Census 2011 urban-name heuristic
2,24,99,800094,Yol (CB),Census 2011 urban-name heuristic
2,24,100,800095,Kangra (M Cl),Census 2011 urban-name heuristic
2,24,101,800096,Nagrota Bagwan (M Cl),Census 2011 urban-name heuristic
2,24,103,800097,Dera Gopipur (NP),Census 2011 urban-name heuristic
2,24,104,800098,Jawalamukhi (NP),Census 2011 urban-name heuristic
2,24,111,800099,Palampur (M Cl),Census 2011 urban-name heuristic
2,26,117,800100,Manali (M Cl),Census 2011 urban-name heuristic
2,26,118,12896,Shamshi (CT),Census 2011 urban-name heuristic
2,26,118,800101,Kullu (M Cl),Census 2011 urban-name heuristic
2,26,118,800102,Bhuntar (NP),Census 2011 urban-name heuristic
2,26,120,800103,Banjar (NP),Census 2011 urban-name heuristic
2,27,124,800104,Jogindarnagar (NP),Census 2011 urban-name heuristic
2,27,129,800105,Sarkaghat (NP),Census 2011 urban-name heuristic
2,27,132,800106,Sundarnagar (M Cl),Census 2011 urban-name heuristic
2,27,133,800107,Mandi (M Cl),Census 2011 urban-name heuristic
2,27,133,800108,Rawalsar (NP),Census 2011 urban-name heuristic
2,28,140,800109,Tira Sujanpur (NP),Census 2011 urban-name heuristic
2,28,141,800110,Nadaun (NP),Census 2011 urban-name heuristic
2,28,143,800111,Hamirpur (M Cl),Census 2011 urban-name heuristic
2,28,144,800112,Bhota (NP),Census 2011 urban-name heuristic
2,29,148,800113,Daulatpur (NP),Census 2011 urban-name heuristic
2,29,148,800114,Gagret (NP),Census 2011 urban-name heuristic
2,29,150,800115,Una (M Cl),Census 2011 urban-name heuristic
2,29,150,800116,Mehatpur Basdehra (NP),Census 2011 urban-name heuristic
2,29,150,800117,Santokhgarh (NP),Census 2011 urban-name heuristic
2,30,152,800118,Ghumarwin (M Cl),Census 2011 urban-name heuristic
2,30,154,800119,Talai (NP),Census 2011 urban-name heuristic
2,30,155,800120,Naina Devi (M Cl),Census 2011 urban-name heuristic
2,30,156,800121,Bilaspur (M Cl),Census 2011 urban-name heuristic
2,31,158,800122,Arki (NP),Census 2011 urban-name heuristic
2,31,161,800123,Nalagarh (M Cl),Census 2011 urban-name heuristic
2,31,162,21231,Badi Sitalpur (OG) (Part),Census 2011 urban-name heuristic
2,31,162,21232,Suraj Majra Labana (OG) (Part),Census 2011 urban-name heuristic
2,31,162,21233,Bilanwali Gujran (OG) (Part),Census 2011 urban-name heuristic
2,31,162,21234,Haripur Sandoli (OG) (Part),Census 2011 urban-name heuristic
2,31,162,21235,Bhatauli Kalan (OG) (Part),Census 2011 urban-name heuristic
2,31,162,800124,Baddi (M Cl + OG),Census 2011 urban-name heuristic
2,31,162,800124,Baddi (M Cl),Census 2011 urban-name heuristic
2,31,164,800125,Kasauli (CB),Census 2011 urban-name heuristic
2,31,164,800126,Parwanoo (M Cl),Census 2011 urban-name heuristic
2,31,165,800127,Dagshai (CB),Census 2011 urban-name heuristic
2,31,165,800128,Solan (M Cl),Census 2011 urban-name heuristic
2,31,165,800129,Sabathu (CB),Census 2011 urban-name heuristic
2,32,167,800130,Rajgarh (NP),Census 2011 urban-name heuristic
2,32,172,800131,Nahan (M Cl),Census 2011 urban-name heuristic
2,32,173,800132,Paonta Sahib (M Cl),Census 2011 urban-name heuristic
2,33,177,23702,Jhakhri (CT),Census 2011 urban-name heuristic
2,33,177,800133,Rampur (M Cl),Census 2011 urban-name heuristic
2,33,179,800134,Narkanda (NP),Census 2011 urban-name heuristic
2,33,180,800135,Seoni (NP),Census 2011 urban-name heuristic
2,33,181,800136,Jutogh (CB),Census 2011 urban-name heuristic
2,33,182,800137,Shimla (M Corp.),Census 2011 urban-name heuristic
2,33,184,800138,Theog (M Cl),Census 2011 urban-name heuristic
2,33,185,800139,Chaupal (NP),Census 2011 urban-name heuristic
2,33,188,800140,Jubbal (NP),Census 2011 urban-name heuristic
2,33,189,800141,Kotkhai (NP),Census 2011 urban-name heuristic
2,33,191,800142,Rohru (M Cl),Census 2011 urban-name heuristic
3,35,200,27401,Kot (CT),Census 2011 urban-name heuristic
3,35,201,27772,Jugial (CT),Census 2011 urban-name heuristic
3,35,201,27773,Ghoh (CT),Census 2011 urban-name heuristic
3,35,201,27774,Bungal (CT),Census 2011 urban-name heuristic
3,35,201,27775,Daulatpur (CT),Census 2011 urban-name heuristic
3,35,201,27776,Mamun (CT),Census 2011 urban-name heuristic
3,35,201,27777,Dhaki (CT),Census 2011 urban-name heuristic
3,35,201,27778,Manwal (CT),Census 2011 urban-name heuristic
3,35,201,27779,Sarna (CT),Census 2011 urban-name heuristic
3,35,201,27780,Malikpur (CT),Census 2011 urban-name heuristic
3,35,201,27781,Tharial (CT),Census 2011 urban-name heuristic
3,35,201,27782,Narot Mehra (CT),Census 2011 urban-name heuristic
3,35,201,27783,Khanpur (OG),Census 2011 urban-name heuristic
3,35,201,27784,Lamin (OG),Census 2011 urban-name heuristic
3,35,201,800143,Sujanpur (M Cl),Census 2011 urban-name heuristic
3,35,201,800144,Pathankot (M Cl + OG),Census 2011 urban-name heuristic
3,35,201,800144,Pathankot (M Cl),Census 2011 urban-name heuristic
3,35,202,28501,Behrampur (CT),Census 2011 urban-name heuristic
3,35,202,28502,Baryar (CT),Census 2011 urban-name heuristic
3,35,202,28503,Tibri (CT),Census 2011 urban-name heuristic
3,35,202,28504,Fateh Nangal (CT),Census 2011 urban-name heuristic
3,35,202,28505,Abadi along Pandori Road  (OG),Census 2011 urban-name heuristic
3,35,202,28506,Gobind Nagar Colony along Gurdaspur Amritsar Road  (OG),Census 2011 urban-name heuristic
3,35,202,28507,Colony along Jail Road on Dinanagar Road (adjacent to Scheme No.5 ) (OG),Census 2011 urban-name heuristic
3,35,202,800145,Dina Nagar (M Cl),Census 2011 urban-name heuristic
3,35,202,800146,Gurdaspur (M Cl + OG),Census 2011 urban-name heuristic
3,35,202,800146,Gurdaspur (M Cl),Census 2011 urban-name heuristic
3,35,202,800147,Dhariwal (M Cl),Census 2011 urban-name heuristic
3,35,203,28868,"Harijan Colony,I.T.I.Balmiki Graveyard & DAV Hr. Sec. School (OG)",Census 2011 urban-name heuristic
3,35,203,28869,Bhode - di - Khui (OG),Census 2011 urban-name heuristic
3,35,203,28870,Kharal (OG),Census 2011 urban-name heuristic
3,35,203,800148,Fatehgarh Churian (M Cl),Census 2011 urban-name heuristic
3,35,203,800149,Batala (M Cl + OG),Census 2011 urban-name heuristic
3,35,203,800149,Batala (M Cl),Census 2011 urban-name heuristic
3,35,203,800150,Qadian (M Cl + OG),Census 2011 urban-name heuristic
3,35,203,800150,Qadian (M Cl),Census 2011 urban-name heuristic
3,35,203,800151,Sri Hargobindpur (M Cl),Census 2011 urban-name heuristic
3,35,204,28993,Shikar (CT),Census 2011 urban-name heuristic
3,35,204,800152,Dera Baba Nanak (M Cl),Census 2011 urban-name heuristic
3,36,205,800153,Bhulath (NP),Census 2011 urban-name heuristic
3,36,205,800154,Begowal (NP),Census 2011 urban-name heuristic
3,36,206,29355,Hussainpur (CT),Census 2011 urban-name heuristic
3,36,206,800155,Kapurthala (M Cl),Census 2011 urban-name heuristic
3,36,206,800156,Dhilwan (NP),Census 2011 urban-name heuristic
3,36,207,800157,Sultanpur (M Cl),Census 2011 urban-name heuristic
3,36,208,29683,Phagwara Sharki (CT),Census 2011 urban-name heuristic
3,36,208,29684,Chachoki (CT),Census 2011 urban-name heuristic
3,36,208,800158,Phagwara (M Cl),Census 2011 urban-name heuristic
3,37,0,800166,Jalandhar (M Corp. + OG),Census 2011 urban-name heuristic
3,37,209,800159,Lohian Khass (NP),Census 2011 urban-name heuristic
3,37,209,800160,Shahkot (NP),Census 2011 urban-name heuristic
3,37,210,800161,Nakodar (M Cl),Census 2011 urban-name heuristic
3,37,211,30247,Apra (CT),Census 2011 urban-name heuristic
3,37,211,30248,Jandiala (CT),Census 2011 urban-name heuristic
3,37,211,800162,Goraya (NP),Census 2011 urban-name heuristic
3,37,211,800163,Phillaur (M Cl),Census 2011 urban-name heuristic
3,37,211,800164,Nurmahal (M Cl),Census 2011 urban-name heuristic
3,37,212,30387,Sufipind (CT),Census 2011 urban-name heuristic
3,37,212,30388,Dhin (CT),Census 2011 urban-name heuristic
3,37,212,30389,Khambra (CT),Census 2011 urban-name heuristic
3,37,212,30390,Sansarpur (CT),Census 2011 urban-name heuristic
3,37,212,30391,Chomon (CT),Census 2011 urban-name heuristic
3,37,212,30392,Alipur adjacent to Village Mithapur (OG),Census 2011 urban-name heuristic
3,37,212,30393,Nangal Karkhan adjacent to Master Mehnga Singh Colony (OG),Census 2011 urban-name heuristic
3,37,212,800165,Jalandhar Cantt. (CB),Census 2011 urban-name heuristic
3,37,212,800166,Jalandhar (M Corp. + OG) (Part),Census 2011 urban-name heuristic
3,37,212,800167,Alawalpur (M Cl),Census 2011 urban-name heuristic
3,37,212,800168,Adampur (M Cl),Census 2011 urban-name heuristic
3,37,213,30635,Raipur Rasulpur (CT),Census 2011 urban-name heuristic
3,37,213,30636,Sarai Khas (CT),Census 2011 urban-name heuristic
3,37,213,30637,Bidhipur on Amritsar Road (OG),Census 2011 urban-name heuristic
3,37,213,800166,Jalandhar (M Corp. + OG) (Part),Census 2011 urban-name heuristic
3,37,213,800169,Kartarpur (M Cl),Census 2011 urban-name heuristic
3,37,213,800170,Bhogpur (NP),Census 2011 urban-name heuristic
3,38,214,800171,Urmar Tanda (M Cl),Census 2011 urban-name heuristic
3,38,214,800172,Dasua (M Cl),Census 2011 urban-name heuristic
3,38,214,800173,Gardhiwala (M Cl),Census 2011 urban-name heuristic
3,38,215,31343,Hazipur (CT),Census 2011 urban-name heuristic
3,38,215,31344,Talwara (CT),Census 2011 urban-name heuristic
3,38,215,31345,Rakri (CT),Census 2011 urban-name heuristic
3,38,215,800174,Mukerian (M Cl),Census 2011 urban-name heuristic
3,38,216,31760,Chohal (CT),Census 2011 urban-name heuristic
3,38,216,800175,Hariana (M Cl),Census 2011 urban-name heuristic
3,38,216,800176,Hoshiarpur (M Cl),Census 2011 urban-name heuristic
3,38,216,800177,Sham Chaurasi (M Cl),Census 2011 urban-name heuristic
3,38,217,800178,Mahilpur (NP),Census 2011 urban-name heuristic
3,38,217,800179,Garhshankar (M Cl),Census 2011 urban-name heuristic
3,39,218,32342,Khothran (CT),Census 2011 urban-name heuristic
3,39,218,32343,Aur (CT),Census 2011 urban-name heuristic
3,39,218,32344,Saloh (CT),Census 2011 urban-name heuristic
3,39,218,800180,Banga (M Cl),Census 2011 urban-name heuristic
3,39,218,800181,Nawanshahr (M Cl),Census 2011 urban-name heuristic
3,39,218,800182,Rahon (M Cl),Census 2011 urban-name heuristic
3,39,219,32529,Rail (CT),Census 2011 urban-name heuristic
3,39,219,800183,Balachaur (M Cl),Census 2011 urban-name heuristic
3,40,220,800184,Bassi Pathana (M Cl),Census 2011 urban-name heuristic
3,40,221,800185,Sirhind Fatehgarh Sahib (M Cl),Census 2011 urban-name heuristic
3,40,222,32903,Iqbal Colony (OG),Census 2011 urban-name heuristic
3,40,222,32904,Sant Nagar (OG),Census 2011 urban-name heuristic
3,40,222,32905,Dalip Nagar (OG),Census 2011 urban-name heuristic
3,40,222,800186,Amloh (M Cl),Census 2011 urban-name heuristic
3,40,222,800187,Gobindgarh (M Cl + OG),Census 2011 urban-name heuristic
3,40,222,800187,Gobindgarh (M Cl),Census 2011 urban-name heuristic
3,40,223,800188,Khamanon (NP),Census 2011 urban-name heuristic
3,41,224,800189,Machhiwara (M Cl),Census 2011 urban-name heuristic
3,41,224,800190,Samrala (M Cl),Census 2011 urban-name heuristic
